comments,duration,languages,name,ratings,tags,title,views
970,1276,43,Dan Gilbert: The surprising science of happiness,"[{'id': 7, 'name': 'Funny', 'count': 1728}, {'id': 9, 'name': 'Ingenious', 'count': 1166}, {'id': 2, 'name': 'Confusing', 'count': 241}, {'id': 1, 'name': 'Beautiful', 'count': 444}, {'id': 21, 'name': 'Unconvincing', 'count': 174}, {'id': 11, 'name': 'Longwinded', 'count': 169}, {'id': 3, 'name': 'Courageous', 'count': 248}, {'id': 8, 'name': 'Informative', 'count': 3899}, {'id': 10, 'name': 'Inspiring', 'count': 3554}, {'id': 22, 'name': 'Fascinating', 'count': 4303}, {'id': 24, 'name': 'Persuasive', 'count': 2355}, {'id': 23, 'name': 'Jaw-dropping', 'count': 1047}, {'id': 25, 'name': 'OK', 'count': 439}, {'id': 26, 'name': 'Obnoxious', 'count': 67}]","['TED Brain Trust', 'brain', 'choice', 'culture', 'evolution', 'happiness', 'psychology', 'science']",The surprising science of happiness,14689301
991,1177,45,Barry Schwartz: The paradox of choice,"[{'id': 7, 'name': 'Funny', 'count': 1526}, {'id': 11, 'name': 'Longwinded', 'count': 178}, {'id': 9, 'name': 'Ingenious', 'count': 1201}, {'id': 3, 'name': 'Courageous', 'count': 400}, {'id': 1, 'name': 'Beautiful', 'count': 277}, {'id': 8, 'name': 'Informative', 'count': 2532}, {'id': 10, 'name': 'Inspiring', 'count': 2427}, {'id': 22, 'name': 'Fascinating', 'count': 2491}, {'id': 21, 'name': 'Unconvincing', 'count': 324}, {'id': 2, 'name': 'Confusing', 'count': 54}, {'id': 24, 'name': 'Persuasive', 'count': 2478}, {'id': 23, 'name': 'Jaw-dropping', 'count': 521}, {'id': 25, 'name': 'OK', 'count': 421}, {'id': 26, 'name': 'Obnoxious', 'count': 115}]","['business', 'choice', 'culture', 'decision-making', 'economics', 'happiness', 'personal growth', 'potential', 'psychology']",The paradox of choice,10000702
213,1129,26,Eva Vertes: Meet the future of cancer research,"[{'id': 1, 'name': 'Beautiful', 'count': 68}, {'id': 3, 'name': 'Courageous', 'count': 171}, {'id': 9, 'name': 'Ingenious', 'count': 279}, {'id': 8, 'name': 'Informative', 'count': 277}, {'id': 21, 'name': 'Unconvincing', 'count': 38}, {'id': 11, 'name': 'Longwinded', 'count': 84}, {'id': 10, 'name': 'Inspiring', 'count': 377}, {'id': 22, 'name': 'Fascinating', 'count': 356}, {'id': 2, 'name': 'Confusing', 'count': 30}, {'id': 26, 'name': 'Obnoxious', 'count': 58}, {'id': 24, 'name': 'Persuasive', 'count': 93}, {'id': 23, 'name': 'Jaw-dropping', 'count': 152}, {'id': 25, 'name': 'OK', 'count': 75}, {'id': 7, 'name': 'Funny', 'count': 13}]","['cancer', 'disease', 'health', 'science', 'technology', 'wunderkind']",Meet the future of cancer research,1030267
612,1365,29,Aubrey de Grey: A roadmap to end aging,"[{'id': 21, 'name': 'Unconvincing', 'count': 309}, {'id': 7, 'name': 'Funny', 'count': 215}, {'id': 3, 'name': 'Courageous', 'count': 350}, {'id': 11, 'name': 'Longwinded', 'count': 215}, {'id': 2, 'name': 'Confusing', 'count': 206}, {'id': 9, 'name': 'Ingenious', 'count': 297}, {'id': 1, 'name': 'Beautiful', 'count': 65}, {'id': 8, 'name': 'Informative', 'count': 536}, {'id': 10, 'name': 'Inspiring', 'count': 518}, {'id': 22, 'name': 'Fascinating', 'count': 812}, {'id': 24, 'name': 'Persuasive', 'count': 1359}, {'id': 25, 'name': 'OK', 'count': 145}, {'id': 23, 'name': 'Jaw-dropping', 'count': 337}, {'id': 26, 'name': 'Obnoxious', 'count': 120}]","['aging', 'biotech', 'disease', 'engineering', 'future', 'health care', 'science', 'technology']",A roadmap to end aging,3277740
74,952,21,Iqbal Quadir: How mobile phones can fight poverty,"[{'id': 9, 'name': 'Ingenious', 'count': 112}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 11, 'name': 'Longwinded', 'count': 16}, {'id': 10, 'name': 'Inspiring', 'count': 164}, {'id': 8, 'name': 'Informative', 'count': 153}, {'id': 22, 'name': 'Fascinating', 'count': 61}, {'id': 3, 'name': 'Courageous', 'count': 55}, {'id': 21, 'name': 'Unconvincing', 'count': 8}, {'id': 24, 'name': 'Persuasive', 'count': 66}, {'id': 25, 'name': 'OK', 'count': 32}, {'id': 1, 'name': 'Beautiful', 'count': 6}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 26, 'name': 'Obnoxious', 'count': 3}, {'id': 7, 'name': 'Funny', 'count': 1}]","['alternative energy', 'business', 'communication', 'culture', 'global development', 'global issues', 'invention', 'investment', 'microfinance', 'poverty', 'technology', 'telecom', 'transportation']",How mobile phones can fight poverty,503517
58,773,26,Jacqueline Novogratz: Invest in Africa's own solutions,"[{'id': 1, 'name': 'Beautiful', 'count': 60}, {'id': 3, 'name': 'Courageous', 'count': 53}, {'id': 21, 'name': 'Unconvincing', 'count': 16}, {'id': 9, 'name': 'Ingenious', 'count': 30}, {'id': 8, 'name': 'Informative', 'count': 138}, {'id': 10, 'name': 'Inspiring', 'count': 260}, {'id': 22, 'name': 'Fascinating', 'count': 62}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 24, 'name': 'Persuasive', 'count': 92}, {'id': 23, 'name': 'Jaw-dropping', 'count': 6}, {'id': 25, 'name': 'OK', 'count': 21}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 3}]","['Africa', 'TED Brain Trust', 'business', 'culture', 'entrepreneur', 'global development', 'investment', 'microfinance', 'philanthropy', 'poverty']",Invest in Africa's own solutions,705389
43,1080,21,Sasa Vucinic: Why we should invest in a free press,"[{'id': 11, 'name': 'Longwinded', 'count': 31}, {'id': 9, 'name': 'Ingenious', 'count': 42}, {'id': 8, 'name': 'Informative', 'count': 101}, {'id': 10, 'name': 'Inspiring', 'count': 71}, {'id': 22, 'name': 'Fascinating', 'count': 27}, {'id': 25, 'name': 'OK', 'count': 25}, {'id': 3, 'name': 'Courageous', 'count': 53}, {'id': 24, 'name': 'Persuasive', 'count': 51}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 23, 'name': 'Jaw-dropping', 'count': 3}, {'id': 21, 'name': 'Unconvincing', 'count': 4}, {'id': 7, 'name': 'Funny', 'count': 1}, {'id': 1, 'name': 'Beautiful', 'count': 11}]","['business', 'culture', 'global issues', 'investment', 'media', 'philanthropy']",Why we should invest in a free press,580891
67,1125,24,Ashraf Ghani: How to rebuild a broken state,"[{'id': 3, 'name': 'Courageous', 'count': 139}, {'id': 2, 'name': 'Confusing', 'count': 25}, {'id': 1, 'name': 'Beautiful', 'count': 48}, {'id': 9, 'name': 'Ingenious', 'count': 31}, {'id': 21, 'name': 'Unconvincing', 'count': 35}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 8, 'name': 'Informative', 'count': 218}, {'id': 10, 'name': 'Inspiring', 'count': 113}, {'id': 22, 'name': 'Fascinating', 'count': 44}, {'id': 25, 'name': 'OK', 'count': 51}, {'id': 23, 'name': 'Jaw-dropping', 'count': 35}, {'id': 24, 'name': 'Persuasive', 'count': 112}, {'id': 7, 'name': 'Funny', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 11}]","['business', 'corruption', 'culture', 'economics', 'entrepreneur', 'global development', 'global issues', 'investment', 'military', 'policy', 'politics', 'poverty']",How to rebuild a broken state,809226
186,1177,28,Burt Rutan: The real future of space exploration,"[{'id': 3, 'name': 'Courageous', 'count': 168}, {'id': 1, 'name': 'Beautiful', 'count': 30}, {'id': 7, 'name': 'Funny', 'count': 63}, {'id': 9, 'name': 'Ingenious', 'count': 86}, {'id': 21, 'name': 'Unconvincing', 'count': 77}, {'id': 2, 'name': 'Confusing', 'count': 23}, {'id': 8, 'name': 'Informative', 'count': 336}, {'id': 10, 'name': 'Inspiring', 'count': 498}, {'id': 22, 'name': 'Fascinating', 'count': 247}, {'id': 11, 'name': 'Longwinded', 'count': 70}, {'id': 25, 'name': 'OK', 'count': 115}, {'id': 23, 'name': 'Jaw-dropping', 'count': 63}, {'id': 24, 'name': 'Persuasive', 'count': 198}, {'id': 26, 'name': 'Obnoxious', 'count': 47}]","['NASA', 'aircraft', 'business', 'design', 'engineering', 'entrepreneur', 'flight', 'industrial design', 'invention', 'rocket science']",The real future of space exploration,2028451
57,1083,26,Ben Saunders: Why did I ski to the North Pole?,"[{'id': 7, 'name': 'Funny', 'count': 80}, {'id': 3, 'name': 'Courageous', 'count': 274}, {'id': 1, 'name': 'Beautiful', 'count': 44}, {'id': 21, 'name': 'Unconvincing', 'count': 18}, {'id': 8, 'name': 'Informative', 'count': 44}, {'id': 10, 'name': 'Inspiring', 'count': 288}, {'id': 22, 'name': 'Fascinating', 'count': 124}, {'id': 23, 'name': 'Jaw-dropping', 'count': 74}, {'id': 25, 'name': 'OK', 'count': 20}, {'id': 24, 'name': 'Persuasive', 'count': 22}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 9, 'name': 'Ingenious', 'count': 7}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 2, 'name': 'Confusing', 'count': 1}]","['climate change', 'culture', 'exploration', 'global issues', 'personal growth', 'potential', 'sports', 'technology', 'travel']",Why did I ski to the North Pole?,745231
112,1672,24,Bono: My wish: Three actions for Africa,"[{'id': 11, 'name': 'Longwinded', 'count': 41}, {'id': 1, 'name': 'Beautiful', 'count': 68}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 3, 'name': 'Courageous', 'count': 104}, {'id': 7, 'name': 'Funny', 'count': 26}, {'id': 21, 'name': 'Unconvincing', 'count': 30}, {'id': 8, 'name': 'Informative', 'count': 80}, {'id': 10, 'name': 'Inspiring', 'count': 294}, {'id': 22, 'name': 'Fascinating', 'count': 51}, {'id': 24, 'name': 'Persuasive', 'count': 145}, {'id': 9, 'name': 'Ingenious', 'count': 22}, {'id': 23, 'name': 'Jaw-dropping', 'count': 39}, {'id': 25, 'name': 'OK', 'count': 24}, {'id': 26, 'name': 'Obnoxious', 'count': 33}]","['AIDS', 'Africa', 'activism', 'entertainment', 'global issues', 'philanthropy', 'poverty', 'social change']",My wish: Three actions for Africa,718649
58,2065,22,Edward Burtynsky: My wish: Manufactured landscapes and green education,"[{'id': 1, 'name': 'Beautiful', 'count': 106}, {'id': 3, 'name': 'Courageous', 'count': 52}, {'id': 11, 'name': 'Longwinded', 'count': 58}, {'id': 10, 'name': 'Inspiring', 'count': 158}, {'id': 8, 'name': 'Informative', 'count': 184}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 22, 'name': 'Fascinating', 'count': 149}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 20}, {'id': 23, 'name': 'Jaw-dropping', 'count': 95}, {'id': 25, 'name': 'OK', 'count': 27}, {'id': 24, 'name': 'Persuasive', 'count': 64}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 10}]","['TED Prize', 'art', 'cities', 'culture', 'design', 'environment', 'photography', 'pollution', 'social change']",My wish: Manufactured landscapes and green education,975107
33,1609,20,Robert Fischell: My wish: Three unusual medical inventions,"[{'id': 9, 'name': 'Ingenious', 'count': 126}, {'id': 8, 'name': 'Informative', 'count': 115}, {'id': 1, 'name': 'Beautiful', 'count': 6}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 10, 'name': 'Inspiring', 'count': 48}, {'id': 22, 'name': 'Fascinating', 'count': 74}, {'id': 3, 'name': 'Courageous', 'count': 11}, {'id': 25, 'name': 'OK', 'count': 23}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 24, 'name': 'Persuasive', 'count': 27}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 7, 'name': 'Funny', 'count': 1}]","['TED Prize', 'business', 'disease', 'health care', 'invention', 'medicine', 'science', 'technology']",My wish: Three unusual medical inventions,382996
105,1280,20,Peter Donnelly: How juries are fooled by statistics,"[{'id': 7, 'name': 'Funny', 'count': 103}, {'id': 2, 'name': 'Confusing', 'count': 67}, {'id': 1, 'name': 'Beautiful', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 98}, {'id': 9, 'name': 'Ingenious', 'count': 106}, {'id': 8, 'name': 'Informative', 'count': 844}, {'id': 10, 'name': 'Inspiring', 'count': 87}, {'id': 22, 'name': 'Fascinating', 'count': 357}, {'id': 24, 'name': 'Persuasive', 'count': 364}, {'id': 23, 'name': 'Jaw-dropping', 'count': 73}, {'id': 25, 'name': 'OK', 'count': 75}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 11}, {'id': 21, 'name': 'Unconvincing', 'count': 2}]","['culture', 'genetics', 'science', 'statistics', 'technology']",How juries are fooled by statistics,1053758
494,805,41,Michael Shermer: Why people believe weird things,"[{'id': 7, 'name': 'Funny', 'count': 2751}, {'id': 21, 'name': 'Unconvincing', 'count': 151}, {'id': 9, 'name': 'Ingenious', 'count': 509}, {'id': 1, 'name': 'Beautiful', 'count': 136}, {'id': 2, 'name': 'Confusing', 'count': 51}, {'id': 8, 'name': 'Informative', 'count': 1344}, {'id': 10, 'name': 'Inspiring', 'count': 373}, {'id': 22, 'name': 'Fascinating', 'count': 799}, {'id': 3, 'name': 'Courageous', 'count': 109}, {'id': 11, 'name': 'Longwinded', 'count': 37}, {'id': 24, 'name': 'Persuasive', 'count': 1958}, {'id': 23, 'name': 'Jaw-dropping', 'count': 133}, {'id': 25, 'name': 'OK', 'count': 237}, {'id': 26, 'name': 'Obnoxious', 'count': 157}]","['culture', 'entertainment', 'faith', 'illusion', 'religion', 'science']",Why people believe weird things,5364639
233,1376,22,Ray Kurzweil: The accelerating power of technology,"[{'id': 3, 'name': 'Courageous', 'count': 61}, {'id': 9, 'name': 'Ingenious', 'count': 207}, {'id': 21, 'name': 'Unconvincing', 'count': 111}, {'id': 2, 'name': 'Confusing', 'count': 91}, {'id': 1, 'name': 'Beautiful', 'count': 55}, {'id': 11, 'name': 'Longwinded', 'count': 150}, {'id': 8, 'name': 'Informative', 'count': 806}, {'id': 10, 'name': 'Inspiring', 'count': 388}, {'id': 7, 'name': 'Funny', 'count': 18}, {'id': 22, 'name': 'Fascinating', 'count': 691}, {'id': 23, 'name': 'Jaw-dropping', 'count': 309}, {'id': 24, 'name': 'Persuasive', 'count': 237}, {'id': 25, 'name': 'OK', 'count': 141}, {'id': 26, 'name': 'Obnoxious', 'count': 27}]","['TED Brain Trust', 'biotech', 'business', 'culture', 'future', 'invention', 'robots', 'science', 'technology']",The accelerating power of technology,2434344
149,1200,26,Kevin Kelly: How technology evolves,"[{'id': 9, 'name': 'Ingenious', 'count': 192}, {'id': 8, 'name': 'Informative', 'count': 269}, {'id': 1, 'name': 'Beautiful', 'count': 52}, {'id': 7, 'name': 'Funny', 'count': 11}, {'id': 2, 'name': 'Confusing', 'count': 87}, {'id': 11, 'name': 'Longwinded', 'count': 147}, {'id': 21, 'name': 'Unconvincing', 'count': 136}, {'id': 10, 'name': 'Inspiring', 'count': 279}, {'id': 22, 'name': 'Fascinating', 'count': 311}, {'id': 3, 'name': 'Courageous', 'count': 34}, {'id': 24, 'name': 'Persuasive', 'count': 1084}, {'id': 25, 'name': 'OK', 'count': 111}, {'id': 23, 'name': 'Jaw-dropping', 'count': 49}, {'id': 26, 'name': 'Obnoxious', 'count': 24}]","['choice', 'culture', 'evolution', 'future', 'history', 'philosophy', 'science', 'technology']",How technology evolves,1536873
52,848,24,Peter Gabriel: Fight injustice with raw video,"[{'id': 3, 'name': 'Courageous', 'count': 180}, {'id': 9, 'name': 'Ingenious', 'count': 36}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 1, 'name': 'Beautiful', 'count': 23}, {'id': 8, 'name': 'Informative', 'count': 145}, {'id': 10, 'name': 'Inspiring', 'count': 222}, {'id': 11, 'name': 'Longwinded', 'count': 25}, {'id': 21, 'name': 'Unconvincing', 'count': 14}, {'id': 22, 'name': 'Fascinating', 'count': 27}, {'id': 24, 'name': 'Persuasive', 'count': 92}, {'id': 23, 'name': 'Jaw-dropping', 'count': 33}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 25, 'name': 'OK', 'count': 36}, {'id': 26, 'name': 'Obnoxious', 'count': 3}]","['TED Brain Trust', 'activism', 'art', 'collaboration', 'culture', 'film', 'global issues', 'music', 'social change', 'storytelling']",Fight injustice with raw video,904215
578,210,66,Richard St. John: 8 secrets of success,"[{'id': 7, 'name': 'Funny', 'count': 2966}, {'id': 1, 'name': 'Beautiful', 'count': 576}, {'id': 21, 'name': 'Unconvincing', 'count': 213}, {'id': 8, 'name': 'Informative', 'count': 1912}, {'id': 10, 'name': 'Inspiring', 'count': 4978}, {'id': 2, 'name': 'Confusing', 'count': 43}, {'id': 22, 'name': 'Fascinating', 'count': 777}, {'id': 9, 'name': 'Ingenious', 'count': 638}, {'id': 3, 'name': 'Courageous', 'count': 457}, {'id': 11, 'name': 'Longwinded', 'count': 27}, {'id': 24, 'name': 'Persuasive', 'count': 1433}, {'id': 23, 'name': 'Jaw-dropping', 'count': 251}, {'id': 25, 'name': 'OK', 'count': 685}, {'id': 26, 'name': 'Obnoxious', 'count': 57}]","['business', 'culture', 'entertainment', 'happiness', 'psychology', 'success', 'work']",8 secrets of success,10841210
95,247,34,Rives: If I controlled the Internet,"[{'id': 7, 'name': 'Funny', 'count': 949}, {'id': 9, 'name': 'Ingenious', 'count': 377}, {'id': 3, 'name': 'Courageous', 'count': 44}, {'id': 1, 'name': 'Beautiful', 'count': 408}, {'id': 11, 'name': 'Longwinded', 'count': 41}, {'id': 8, 'name': 'Informative', 'count': 21}, {'id': 10, 'name': 'Inspiring', 'count': 195}, {'id': 21, 'name': 'Unconvincing', 'count': 56}, {'id': 22, 'name': 'Fascinating', 'count': 186}, {'id': 2, 'name': 'Confusing', 'count': 45}, {'id': 25, 'name': 'OK', 'count': 135}, {'id': 26, 'name': 'Obnoxious', 'count': 73}, {'id': 23, 'name': 'Jaw-dropping', 'count': 94}, {'id': 24, 'name': 'Persuasive', 'count': 25}]","['culture', 'entertainment', 'love', 'performance', 'philosophy', 'poetry']",If I controlled the Internet,1813665
199,198,48,Dean Ornish: The killer American diet that's sweeping the planet,"[{'id': 8, 'name': 'Informative', 'count': 749}, {'id': 7, 'name': 'Funny', 'count': 54}, {'id': 11, 'name': 'Longwinded', 'count': 8}, {'id': 2, 'name': 'Confusing', 'count': 28}, {'id': 21, 'name': 'Unconvincing', 'count': 61}, {'id': 10, 'name': 'Inspiring', 'count': 151}, {'id': 9, 'name': 'Ingenious', 'count': 31}, {'id': 22, 'name': 'Fascinating', 'count': 85}, {'id': 3, 'name': 'Courageous', 'count': 31}, {'id': 24, 'name': 'Persuasive', 'count': 331}, {'id': 25, 'name': 'OK', 'count': 133}, {'id': 26, 'name': 'Obnoxious', 'count': 14}, {'id': 23, 'name': 'Jaw-dropping', 'count': 62}, {'id': 1, 'name': 'Beautiful', 'count': 8}]","['culture', 'disease', 'food', 'global issues', 'health', 'health care', 'obesity', 'science']",The killer American diet that's sweeping the planet,2299265
85,843,22,Robert Neuwirth: The hidden world of shadow cities,"[{'id': 8, 'name': 'Informative', 'count': 265}, {'id': 11, 'name': 'Longwinded', 'count': 70}, {'id': 2, 'name': 'Confusing', 'count': 36}, {'id': 3, 'name': 'Courageous', 'count': 45}, {'id': 10, 'name': 'Inspiring', 'count': 105}, {'id': 22, 'name': 'Fascinating', 'count': 130}, {'id': 21, 'name': 'Unconvincing', 'count': 97}, {'id': 1, 'name': 'Beautiful', 'count': 18}, {'id': 9, 'name': 'Ingenious', 'count': 21}, {'id': 24, 'name': 'Persuasive', 'count': 73}, {'id': 23, 'name': 'Jaw-dropping', 'count': 32}, {'id': 26, 'name': 'Obnoxious', 'count': 47}, {'id': 25, 'name': 'OK', 'count': 62}, {'id': 7, 'name': 'Funny', 'count': 3}]","['business', 'cities', 'culture', 'entrepreneur', 'future', 'global development', 'global issues', 'policy', 'poverty', 'social change']",The hidden world of shadow cities,673036
499,1001,32,Bjorn Lomborg: Global priorities bigger than climate change,"[{'id': 3, 'name': 'Courageous', 'count': 283}, {'id': 9, 'name': 'Ingenious', 'count': 139}, {'id': 7, 'name': 'Funny', 'count': 16}, {'id': 11, 'name': 'Longwinded', 'count': 79}, {'id': 2, 'name': 'Confusing', 'count': 63}, {'id': 21, 'name': 'Unconvincing', 'count': 537}, {'id': 1, 'name': 'Beautiful', 'count': 16}, {'id': 8, 'name': 'Informative', 'count': 549}, {'id': 10, 'name': 'Inspiring', 'count': 280}, {'id': 22, 'name': 'Fascinating', 'count': 169}, {'id': 24, 'name': 'Persuasive', 'count': 1668}, {'id': 25, 'name': 'OK', 'count': 111}, {'id': 23, 'name': 'Jaw-dropping', 'count': 67}, {'id': 26, 'name': 'Obnoxious', 'count': 212}]","['AIDS', 'Africa', 'business', 'choice', 'climate change', 'culture', 'disaster relief', 'economics', 'environment', 'future']",Global priorities bigger than climate change,1391142
371,1321,36,Wade Davis: Dreams from endangered cultures,"[{'id': 1, 'name': 'Beautiful', 'count': 563}, {'id': 8, 'name': 'Informative', 'count': 698}, {'id': 7, 'name': 'Funny', 'count': 68}, {'id': 2, 'name': 'Confusing', 'count': 24}, {'id': 9, 'name': 'Ingenious', 'count': 136}, {'id': 11, 'name': 'Longwinded', 'count': 55}, {'id': 21, 'name': 'Unconvincing', 'count': 54}, {'id': 10, 'name': 'Inspiring', 'count': 970}, {'id': 22, 'name': 'Fascinating', 'count': 928}, {'id': 3, 'name': 'Courageous', 'count': 192}, {'id': 23, 'name': 'Jaw-dropping', 'count': 380}, {'id': 24, 'name': 'Persuasive', 'count': 426}, {'id': 25, 'name': 'OK', 'count': 75}, {'id': 26, 'name': 'Obnoxious', 'count': 46}]","['anthropology', 'culture', 'environment', 'film', 'global issues', 'language', 'photography']",Dreams from endangered cultures,2532851
